Thursday/Czwartek,02.06.16,471,509,148,54,"5,06","26,1",,7431,,14 600,6 900,,,,,,14 600,6 900,,1 746,,,,,"2,3",6,"0,3",,"22,30",310
Friday/Piątek,03.06.16,537,524,154,50,"5,00","26,3",,,,,,,,,,,,,,,,,,,,,,,,
Saturday/Sobota,04.06.16,476,387,116,51,"5,30","28,0",,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,05.06.16,-89,59,119,61,"5,00","28,0",,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,06.06.16,376,418,159,44,"5,81","26,0",,3971,1115,9 500,4 400,,,2 667,46,7,9 500,4 400,"2,7",1 677,,,110,"98,6","18,1",11,"0,4","16,7","16,50",174
Tuesday/Wtorek,07.06.16,565,489,119,39,"5,00","25,2",,4743,978,9 700,5 000,,,2 000,40,15,9 700,5 000,"2,0",1 677,,,82,"76,6","0,8",5,"0,4","30,3","28,40",174
Wednesday/Środa,08.06.16,542,483,141,48,"5,00","26,8",,7342,1288,15 200,8 500,,,2 667,47,10,15 200,8 500,"2,7",2 495,,,98,"89,3","0,9",8,"0,7","20,1","18,40",265
Thursday/Czwartek,09.06.16,521,494,128,55,"4,58","26,9",,6768,1317,13 700,7 100,,,2 667,59,12,13 700,7 100,"2,7",2 356,,,119,"97,6","0,4",21,"0,4","23,3","21,80",143
Friday/Piątek,10.06.16,511,498,151,58,"5,15","26,4",,7868,2324,15 800,8 800,,,4 667,,,15 800,8 800,"4,7",3 285,,,,,"19,4",30,"0,5",,"9,40",221
Saturday/Sobota,11.06.16,344,440,129,60,,"27,2",,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,12.06.16,9,85,117,49,,"28,0",,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,13.06.16,629,465,90,40,"5,74","28,6",,7022,1550,15 100,6 300,,,3 333,41,10,15 100,6 300,"3,3",1 816,,,89,"79,5","3,1",9,"0,5","22,3","14,50",180
Tuesday/Wtorek,14.06.16,451,478,71,59,"5,65","26,2",,6262,1912,13 100,5 200,,,4 000,48,10,13 100,5 200,"4,0",1 220,,,101,"90,8","20,2",10,"0,2","21,4","15,30",104
Wednesday/Środa,15.06.16,745,576,80,56,"8,00","26,5",,9389,2688,16 300,5 700,,,4 667,69,16,16 300,5 700,"4,7",873,,,120,"102,0","3,9",17,"1,0","28,6","24,20",94
Thursday/Czwartek,16.06.16,419,504,72,75,"5,28","26,0",,8971,2352,17 800,9 000,,,4 667,47,10,17 800,9 000,"4,7",1 026,,,93,"83,6","3,4",9,"0,4","20,2","16,60",184
Friday/Piątek,17.06.16,582,497,95,66,"5,50","26,4",,7952,1988,16 000,6 400,,,4 000,40,12,16 000,6 400,"4,0",956,,,81,"70,6","0,3",8,"2,4","24,9","20,60",89
Saturday/Sobota,18.06.16,44,133,12,75,"4,15","27,1",,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,19.06.16,-117,0,,65,"3,68","24,6",,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,20.06.16,-301,0,,51,"4,83","26,4",,,,,,,,,,,,,,,,,,,,,,,,
Tuesday/Wtorek,21.06.16,9,0,223,16,"6,24","36,4",,,,,,,,,,,,,,,,,,,,,,,,
Wednesday/Środa,22.06.16,1 177,479,144,17,"6,35","35,9",,6035,2553,12 600,3 900,,,5 333,50,8,12 600,3 900,"5,3",776,,,104,"97,0","20,0",7,"0,1","17,2","14,80",101
Thursday/Czwartek,23.06.16,21,566,94,99,"6,65","28,0",,11263,849,19 900,6 900,,,1 500,68,19,19 900,6 900,"1,5",1 552,,,120,"101,0","1,4",19,"0,1","33,7","27,00",93
Friday/Piątek,24.06.16,614,474,159,35,"5,30","29,3",,8911,2844,18 800,5 900,,,6 000,61,3,18 800,5 900,"6,0",1 927,,,129,"108,9","1,8",20,"0,1","6,7","8,90",101
Saturday/Sobota,25.06.16,367,388,155,52,"5,87","30,0",,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,26.06.16,-51,87,146,49,"4,54","29,5",,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,27.06.16,576,490,109,33,"6,11","29,1",,7056,2450,14 400,3 400,,,5 000,37,5,14 400,3 400,"5,0",1 908,,,75,,"14,8",12,"0,0","11,2","9,70",78
Tuesday/Wtorek,28.06.16,496,487,96,43,"6,33","25,9",,6185,1607,12 700,6 100,,,3 300,38,7,12 700,6 100,"3,3",843,,,78,,"2,6",8,"0,4","14,1","10,00",117
Wednesday/Środa,29.06.16,518,441,86,44,"6,13","26,6",,6968,882,15 800,7 400,,,2 000,43,12,15 800,7 400,"2,0",873,,,97,,"4,7",11,"3,3","28,2","21,40",140
Thursday/Czwartek,30.06.16,553,449,18,53,"4,55","27,2",,7947,1482,17 700,7 100,,,3 300,64,11,17 700,7 100,"3,3",1 067,,,143,,"5,0",17,"0,6","24,7","21,20",103
Friday/Piątek,01.07.16,221,135,,65,"4,55",,,,,,,,,,,,,,,,,,,,,,,,,
Saturday/Sobota,02.07.16,-232,282,,75,"4,34",,,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,03.07.16,0,,,15,"5,60",,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,04.07.16,621,333,,15,"6,05",,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday/Wtorek,05.07.16,478,461,56,49,"11,00",,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday/Środa,06.07.16,645,584,118,51,"5,68","26,9",,8059,2726,13 800,5 800,,,,63,10,13 800,5 800,"4,7",790,,,108,"92,0","13,5",11,"5,0","17,9","13,40",100
Thursday/Czwartek,07.07.16,559,568,119,58,"5,25","28,3",,7838,3010,13 800,4 800,,,5 333,97,17,13 800,4 800,"5,3",1 414,,,170,"163,0","8,0",7,"0,0","29,7","26,70",97
Friday/Piątek,08.07.16,-29,325,71,57,"5,06","28,2",,3543,867,10 900,4 400,,,2 667,26,7,10 900,4 400,"2,7",1 441,,,80,"75,0","0,4",5,"0,0","20,4","18,70",93
Saturday/Sobota,09.07.16,1,,,15,"5,27","28,7",,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,10.07.16,234,,,16,"5,54","15,8",,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,11.07.16,459,344,78,43,"5,36","19,6",,,,,,,,,,,,,,,,,,,,,,,,
Tuesday/Wtorek,12.07.16,548,548,118,56,"5,47","26,5",,7124,4018,13 000,7 200,,,7 333,18,14,13 000,7 200,"7,3",915,,,33,"17,0","6,8",16,"0,0","26,2","22,40",134
Wednesday/Środa,13.07.16,536,604,149,56,"5,88","27,8",,6946,1208,11 500,4 400,,,2 000,57,9,11 500,5 600,"2,0",1 123,,,95,"89,4","6,9",4,"1,6","15,7","11,40",97
Thursday/Czwartek,14.07.16,765,743,164,48,"5,11","27,2",,10105,3468,13 600,4 200,,,4 667,57,17,13 600,4 200,"4,7",804,,,77,"60,9","6,1",16,"0,1","23,0","19,60",79
Friday/Piątek,15.07.16,507,596,152,51,"6,05","24,1",,6020,1192,10 100,5 200,,,2 000,53,10,10 100,5 200,"2,0",582,,,89,"71,3","4,9",17,"0,7","17,4","13,40",110
Saturday/Sobota,16.07.16,276,578,107,41,"5,05","26,8",,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,17.07.16,693,189,167,5,"5,21","28,7",,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,18.07.16,395,524,151,64,"5,70","28,2",,6183,3494,11 800,2 100,,,6 667,71,6,11 800,2 100,"6,7",818,,,135,"128,4","15,4",6,"0,6","12,2","11,20",84
Tuesday/Wtorek,19.07.16,569,592,157,49,"6,32","27,0",,5446,1184,9 200,4 100,,,2 000,49,5,9 200,4 100,"2,0",1 483,,,82,"78,0","0,3",4,"0,0","8,5","5,70",87
Wednesday/Środa,20.07.16,655,612,129,46,"5,38","27,9",,6181,1632,10 100,4 000,,,2 667,51,12,10 100,4 000,"2,7",1 857,,,84,"80,0","1,2",4,"0,0","19,7","16,90",103
Thursday/Czwartek,21.07.16,564,576,206,51,"5,81","27,5",,6451,2304,11 200,5 000,,,4 000,58,6,11 200,5 000,"4,0",2 162,,,100,"96,0","0,2",4,"0,0","9,9","7,50",109
Friday/Piątek,22.07.16,704,611,122,50,"6,00","26,8",,11483,4092,18 800,5 700,,,6 700,87,6,18 800,5 700,"6,7",1 885,,,142,"125,5","1,4",16,"0,5","10,4","5,70",178
Saturday/Sobota,23.07.16,369,452,147,61,,"27,6",,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,24.07.16,402,156,96,51,,"28,0",,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,25.07.16,372,549,24,80,"6,44","26,8",,2416,366,4 400,2 200,,,667,55,4,4 400,2 200,"0,7",804,,,100,"101,1","4,4",1,"0,1","6,7","5,00",90
Tuesday/Wtorek,26.07.16,534,571,50,59,,"26,0",,9136,1903,16 000,6 500,,,3 333,76,26,16 000,6 500,"3,3",1 635,,,133,"124,9","5,9",8,"0,1","46,2","42,90",55
Wednesday/Środa,27.07.16,609,523,58,55,"5,50","27,0",,7740,2789,14 800,6 000,,,5 333,73,17,14 800,5 333,"5,3",2 051,,,139,"126,0","2,0",13,"0,0","32,1","30,20",76
Thursday/Czwartek,28.07.16,674,614,56,65,"5,30","26,9",,9149,2046,14 900,5 300,,,3 333,73,14,14 900,5 300,"3,3",2 037,,,119,"107,9","1,2",11,"0,1","22,9","21,10",95
Friday/Piątek,29.07.16,332,583,93,72,"5,02","27,3",,8687,2332,14 900,4 300,,,4 000,189,18,14 900,4 300,"4,0",2 051,,,324,"317,0","2,3",7,"0,0","31,1","26,00",85
Saturday/Sobota,30.07.16,,,,43,"5,65","26,8",,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,31.07.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,01.08.16,283,514,107,81,"5,70","23,9","129,7",5705,1713,11 100,2 100,,,3 333,47,8,11 100,,"3,3",2 938,,,91,"87,0","22,6",4,"0,0","14,7","13,60",75
Tuesday/Wtorek,02.08.16,499,533,116,54,"9,00","24,8","166,0",7302,2842,13 700,6 900,,,5 333,58,11,13 700,6 900,"5,3",1 081,,,108,"95,7","28,1",12,"0,3","20,4","19,00",100
Wednesday/Środa,03.08.16,489,523,133,50,"5,50","25,2","153,3",6747,2092,12 900,5 800,,,4 000,62,10,12 900,5 800,"4,0",430,,,118,"108,0",,10,"0,0","19,4","16,00",171
Thursday/Czwartek,04.08.16,,,122,46,"5,40","27,2",,,,15 300,6 700,,,6 667,,,15 300,6 700,"6,7",915,,,102,"94,8",,7,"0,2","22,3","18,00",161
Friday/Piątek,05.08.16,,,,,,,,,,14 800,,,,,,,14 800,,,,,,,,,,,,,
Saturday/Sobota,06.08.16,,,165,,,,,,,,,,,,,,10 996,,,,,,,,,,,,,
Sunday/Niedziela,07.08.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,08.08.16,441,526,124,61,"6,30","25,6","198,4",8732,351,16 600,2 200,,,667,32,4,16 600,2 200,"0,7",416,,,61,"34,8",,26,"0,2","7,6","4,30",35
Tuesday/Wtorek,09.08.16,393,416,121,51,"5,60","26,2","161,7",7114,2773,17 100,,,,6 667,,,17 100,6 400,"6,7",804,,,,,,16,"0,4",,,82
Wednesday/Środa,10.08.16,479,520,51,48,"5,70","26,6","120,5",5300,693,10 200,5 500,,,1 333,,,10 200,5 500,"1,3",1 150,,,,,,11,"0,3",,,84
Thursday/Czwartek,11.08.16,508,458,76,44,"4,30","26,4","91,6",4030,153,8 800,7 200,,,333,,,8 800,7 200,"0,3",1 095,,,,,,11,"0,0",,,79
Friday/Piątek,12.08.16,,,110,49,"6,35","26,3",,,,8 100,5 300,,,1 333,,,8 100,5 300,"1,3",887,,,,,,7,"0,0",,,89
Saturday/Sobota,13.08.16,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,14.08.16,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,15.08.16,,469,112,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday/Wtorek,16.08.16,158,,159,43,"5,90","25,0",,,,10 800,5 200,,,1 500,,,10 800,5 200,"1,5",929,,,69,"65,2","0,9",4,"0,0","9,4","4,30",118
Wednesday/Środa,17.08.16,441,550,177,61,"5,83","27,6","98,8",4345,2200,7 900,6 000,,,4 000,67,5,7 900,6 000,"4,0",1 538,,,121,"112,9","0,2",7,"1,1","8,7","3,10",116
Thursday/Czwartek,18.08.16,819,744,183,48,"5,60","27,0","192,8",8482,992,11 400,5 000,,,1 333,73,18,10 000,5 000,"1,3",1 040,,,98,"80,4","7,3",17,"0,6","24,8","19,20",77
Friday/Piątek,19.08.16,,576,162,57,"7,50","25,5","209,5",9216,1152,16 000,8 500,,,2 000,44,9,14 000,8 500,"2,0",1 649,,,77,,"1,7",11,"1,3","16,0","9,10",166
Saturday/Sobota,20.08.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,21.08.16,,192,191,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,22.08.16,473,464,197,45,"6,70","25,2","52,7",2320,309,5 000,1 300,,,667,20,3,5 000,1 300,"0,7",374,,,43,"35,9","2,3",6,"1,1","6,3","3,70",168
Tuesday/Wtorek,23.08.16,567,584,133,46,"6,00","26,9","118,1",5198,584,8 900,5 300,,,1 000,24,5,8 400,4 600,"1,0",527,,,41,,"0,6",7,"0,0","8,9","5,40",81
Wednesday/Środa,24.08.16,582,514,120,44,"7,10","26,6","163,5",7196,1713,14 000,5 600,,,3 333,152,5,14 000,5 600,"3,3",651,,,296,"281,7","2,0",9,"5,3","10,1","6,60",67
Thursday/Czwartek,25.08.16,446,506,150,52,"5,30","26,3","190,9",8400,2698,16 600,5 800,,,5 333,55,8,13 900,5 800,"5,3",1 414,,,108,"91,0","0,3",12,"5,0","15,2","9,50",74
Friday/Piątek,26.08.16,,,128,45,"6,19","27,1",,,,13 300,6 500,,,4 000,,,11 150,6 500,"4,0",1 247,,,83,"69,7","0,6",11,"2,3","8,5","3,20",76
Saturday/Sobota,27.08.16,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,28.08.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,29.08.16,519,485,238,39,"6,54","27,8","44,1",1940,485,4 000,1 800,,,1 000,51,4,4 000,1 800,"1,0",859,,,106,,"5,2",8,"5,3","7,6","5,60",108
Tuesday/Wtorek,30.08.16,626,566,216,43,"7,67","27,7","127,4",5603,2264,9 900,4 800,,,4 000,48,9,9 900,4 800,"4,0",1 484,,,84,"76,7","1,2",7,"0,3","15,2","8,00",218
Wednesday/Środa,31.08.16,546,583,200,50,"6,21","28,8","133,9",5890,2333,10 100,5 700,,,4 000,69,9,10 100,5 700,"4,0",1 594,,,118,"109,7","0,6",8,"0,3","16,2","9,30",218
Thursday/Czwartek,01.09.16,,554,180,46,"5,56","28,6","155,0",6819,2772,12 300,,,,5 000,,,9 840,3 800,"5,0",,,,,,,,,,,
Friday/Piątek,02.09.16,,554,159,,"5,54",,"180,2",7928,2772,14 300,6 300,,,5 000,54,9,14 300,6 300,"5,0",1 705,,,98,"88,0","3,9",10,"0,0","16,4",,153
Saturday/Sobota,03.09.16,,266,,,,"27,9",,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,04.09.16,,,,,,"28,8",,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,05.09.16,675,564,176,46,,"27,1","29,5",1297,423,2 300,1 600,,,750,30,3,2 300,1 600,"0,8",554,,,53,,"5,7",10,"5,7","4,8","3,30",77
Tuesday/Wtorek,06.09.16,480,535,173,59,,"28,8","171,5",7546,3746,14 100,4 400,,,7 000,81,11,14 100,4 400,"7,0",1 608,,,152,"144,7","1,5",7,"0,3","20,8","16,20",110
Wednesday/Środa,07.09.16,429,485,125,53,"5,47","28,1","195,0",8581,2909,17 700,6 700,,,6 000,66,13,17 700,6 700,"6,0",2 121,,,136,"126,0","3,4",10,"0,0","26,1","12,80",113
Thursday/Czwartek,08.09.16,346,363,118,46,"5,80","27,8","125,4",5518,1694,15 200,5 500,,,4 667,44,18,15 200,5 500,"4,7",1 857,,,121,"112,7","0,1",8,"0,3","48,7","18,50",337
Friday/Piątek,09.09.16,,329,120,44,"6,10","28,4","82,9",3650,658,11 100,5 600,,,2 000,25,6,11 100,5 600,"2,0",1 358,,,77,"67,4","0,2",8,"1,6","17,8","12,30",129
Saturday/Sobota,10.09.16,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,11.09.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,12.09.16,300,402,236,56,"5,96","27,6","27,4",1206,241,3 000,1 300,,,600,15,2,3 000,1 300,"0,6",665,,,38,"36,0","9,4",0,"2,0","5,3","4,30",85
Tuesday/Wtorek,13.09.16,555,529,117,44,"6,49","27,1","119,0",5237,1323,9 900,4 000,,,2 500,33,3,9 900,4 000,"2,5",1 261,,,62,"58,0","0,9",4,"0,0","5,7","4,40",103
Wednesday/Środa,14.09.16,356,396,156,47,"5,97","27,9","83,7",3683,792,9 300,3 900,,,2 000,27,2,9 300,3 900,"2,0",1 719,,,68,,"0,0",4,"0,1","5,7","4,10",100
Thursday/Czwartek,15.09.16,330,327,164,43,"6,29","28,1","56,5",2485,654,7 600,2 900,,,2 000,24,1,7 600,2 900,"2,0",1 802,,,74,,"0,5",3,"0,0","3,7","2,18",96
Friday/Piątek,16.09.16,,422,133,43,"7,38","28,1","98,9",4351,1056,10 300,3 700,,,2 500,38,1,10 300,3 700,"2,5",1 746,,,90,"73,5","1,0",11,"5,5","2,4","1,05",96
Saturday/Sobota,17.09.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,18.09.16,227,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,19.09.16,62,329,256,69,"8,80","26,8","15,0",658,219,2 000,800,,,667,11,1,2 000,800,"0,7",457,,,32,"30,0","8,3",2,"0,0","3,9","3,11",89
Tuesday/Wtorek,20.09.16,354,324,226,38,"6,74","28,0","50,8",2236,864,6 900,1 638,,,2 667,20,1,6 900,1 638,"2,7",887,,,61,"57,0","3,8",4,"0,0","2,6","1,70",50
Wednesday/Środa,21.09.16,300,324,204,41,"5,56","27,4","56,7",2495,648,7 700,2 700,,,2 000,25,7,7 700,2 700,"2,0",1 428,,,77,"73,0","4,7",4,"0,0","22,6","13,40",66
Thursday/Czwartek,22.09.16,283,293,120,39,"6,42","26,8","45,9",2020,,6 900,2 900,,,1 333,15,2,6 900,2 900,1.333,1 247,,,52,"49,0","5,3",3,"0,0","6,1","4,60",67
Friday/Piątek,23.09.16,,329,198,37,"11,44","26,9","56,0",2466,877,7 500,2 900,,,2 667,18,1,7 500,2 900,"2,7",1 871,,,56,"52,9","2,5",3,"0,1","1,8","0,70",51
Saturday/Sobota,24.09.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,25.09.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,26.09.16,261,262,273,43,"7,38","23,2","12,5",550,131,2 100,800,,,500,5,1,2 100,800,"0,5",277,,,20,"18,0","5,1",2,"0,0","2,8","2,70",88
Tuesday/Wtorek,27.09.16,459,406,221,43,"10,12","24,3","66,4",2923,541,7 200,3 900,,,1 333,20,1,7 200,3 900,"1,3",402,,,50,,"0,7",7,"0,4","2,0","2,40",116
Wednesday/Środa,28.09.16,237,240,175,49,"6,86","26,3","49,6",2184,559,9 100,4 300,,,2 333,16,2,9 100,4 300,"2,3",596,,,66,,"1,5",5,"0,8","8,2","5,52",138
Thursday/Czwartek,29.09.16,206,267,86,49,"5,60","27,7","59,5",2617,801,9 800,3 500,,,3 000,21,3,9 800,3 500,"3,0",915,,,77,"63,3","0,1",11,"2,7","11,0","7,80",75
Friday/Piątek,30.09.16,,262,131,42,"5,97","29,1","102,3",4500,2093,17 200,5 400,,,8 000,39,2,17 200,5 400,"8,0",1 552,,,150,"131,0","0,2",9,"0,0","8,9","5,60",95
Saturday/Sobota,01.10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,02.10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,03.10.16,-41,206,75,81,"7,30","24,3","10,8",475,537,2 300,700,,,2 600,5,1,2 300,700,"2,6",317,,,22,"19,8","2,0",2,"0,7","2,6","2,43",79
Tuesday/Wtorek,04.10.16,-3,86,,52,"5,86","24,8","21,4",942,115,10 900,4 300,,,1 333,,,10 900,4 300,"1,3",,,,,,,,,,,
Wednesday/Środa,05.10.16,226,74,,41,,"24,8",,,,,,,,,,,,,,,,,,,,,,,,
Thursday/Czwartek,06.10.16,167,98,51,59,"6,62","23,8","23,5",1033,,10 500,,,,,,,10 500,,,,,,,,,,,,,
Friday/Piątek,07.10.16,,170,141,67,"7,04","24,6","34,9",1534,284,9 000,5 700,,,1 667,14,2,9 000,5 700,"1,7",1 843,,,82,"68,2","13,5",10,"3,8","11,2","6,00",204
Saturday/Sobota,08.10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,09.10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,10.10.16,353,257,218,69,"7,34","26,2","35,6",1566,685,6 100,4 600,,,2 667,21,2,6 100,4 600,"2,7",2 550,,,80,"70,1","15,1",5,"4,9","7,5","5,00",652
Tuesday/Wtorek,11.10.16,80,180,67,80,"7,03","29,1","22,1",972,360,5 400,2 500,,,2 000,11,1,5 400,2 500,"2,0",1 178,,,62,"58,0","13,8",4,"0,0","6,1","5,20",118
Wednesday/Środa,12.10.16,-78,,121,69,"6,70","29,8",,,,5 400,2 900,,,2 000,,,5 400,2 900,"2,0",1 261,,,85,"81,0","3,3",4,"0,0","5,5","4,70",108
Thursday/Czwartek,13.10.16,-8,,110,59,"6,82","27,9",,,,5 100,2 000,,,2 000,,,7 650,2 000,"2,0",887,,,66,"65,0","1,1",1,"0,0","3,3","0,00",47
Friday/Piątek,14.10.16,,,124,59,"6,78","28,3",,,,11 050,3 700,,,3 000,,,11 050,3 700,"3,0",2 204,,,79,,"0,7",3,"0,0","2,7","3,10",131
Saturday/Sobota,15.10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,16.10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,17.10.16,161,169,176,70,"6,60","26,2","23,4",1031,113,6 100,2 000,,,667,8,1,6 100,2 000,"0,7",1 414,,,45,"43,0","0,4",2,"0,0","4,2","3,30",74
Tuesday/Wtorek,18.10.16,274,208,181,69,"6,42","27,5","22,7",998,139,4 800,1 500,,,666,9,1,4 800,1 500,"0,7",984,,,44,"42,0","10,9",2,"0,1","5,4","3,40",101
Wednesday/Środa,19.10.16,245,193,171,77,"6,64","29,80","39,5",1737,121,9 000,,,,625,16,2,9 000,,"0,6",1 441,,,81,,"7,5",,,"7,9","2,20",
Thursday/Czwartek,20.10.16,-97,,146,83,"6,32","29,7",,,,6 900,1 900,,,500,,,6 900,1 900,"0,5",333,,,93,,"6,2",,,"5,7","2,60",
Friday/Piątek,21.10.16,,,168,71,"5,50",,,,,8 300,,,,,,,9 200,,,,,,,,,,,,,
Saturday/Sobota,22.10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,23.10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,24.10.16,-38,,194,82,"7,67","30,1",,,,2 800,,,,666,,,2 800,,"0,7",222,,,67,"65,9","37,6",1,"0,1","4,6","4,50",
Tuesday/Wtorek,25.10.16,-12,,188,78,"6,58","30,2",,,,9 900,3 000,,,666,,,7 700,3 000,"0,7",1 220,,,85,,"10,9",,,"4,5","3,80",
Wednesday/Środa,26.10.16,69,,230,76,"6,78","30,5",,,,9 400,,,,588,,,7 700,,"0,6",347,,,113,,"19,8",,"0,0","6,4","4,10",
Thursday/Czwartek,27.10.16,-75,,265,85,"6,80","30,4",,,,7 100,2 000,,,666,,,7 150,2 000,"0,7",485,,,163,"159,0","83,9",4,"0,0","4,6","3,70",
Friday/Piątek,28.10.16,,,209,76,"7,08","31,4",,,,6 650,,,,2 667,,,6 650,,"2,7",347,,,83,"79,0","37,8",4,"0,0","3,6","3,50",
Saturday/Sobota,29.10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,30.10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,31.10.16,,,150,96,"7,40","29,1",,,,3 800,,,,,,,6 250,,,665,,,139,"135,9","51,0",3,"0,1","5,2",,
Tuesday/Wtorek,01.11.16,,,122,,"6,34","28,9",,,,,,,,,,,,,,,,,,,,,,,,
Wednesday/Środa,02.11.16,-186,,287,89,"6,90","28,5",,,,2 000,,,,3 000,,,2 000,,"3,0",249,,,105,"104,0","55,5",1,"0,0","6,2","3,70",
Thursday/Czwartek,03.11.16,153,,288,67,"7,12","30,6",,,,6 000,,,,1 900,,,6 000,,"1,9",1 026,,,164,,"35,7",,,"5,4","3,50",
Friday/Piątek,04.11.16,,,289,85,"6,70","33,2",,,,7 900,,87,,2 950,,,7 900,,"3,0",1 358,,,205,"200,0","41,4",5,"0,0","4,0","2,90",
Saturday/Sobota,05.11.16,,,239,,"5,71","32,0",,,,,,68,,,,,,,,,,,,,,,,,,
Sunday/Niedziela,06.11.16,,,240,,"6,65","31,1",,,,,,55,,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,07.11.16,463,297,223,51,"7,40","31,3","14,9",653,594,2 200,,65,"0,81",2 000,46,1,2 200,,"2,0",139,,,154,"150,5","69,5",3,"0,5","3,3","3,20",
Tuesday/Wtorek,08.11.16,242,245,246,71,"6,51","26,9","34,0",1495,564,6 100,,69,"1,05",2 333,31,2,6 100,3 900,"2,3",1 552,,,127,,"56,5",,"0,1","6,8","4,60",
Wednesday/Środa,09.11.16,236,266,149,70,"6,74","29,5","47,2",2078,1066,7 800,,75,"1,05",4 000,47,1,7 800,,"4,0",1 900,,,175,"169,9","60,4",5,"0,1","3,3","2,20",
Thursday/Czwartek,10.11.16,463,336,214,67,"6,15","29,6","91,6",4032,1680,12 000,,78,"0,86",5 000,62,1,12 000,4 800,"5,0",2 301,,,186,,"48,3",,,"4,1","1,60",
Friday/Piątek,11.11.16,323,266,234,82,"5,50","29,8",,,,,,86,"1,20",,,,,,,,,,,,,,,,,
Saturday/Sobota,12.11.16,258,305,323,88,"6,40","30,9",,,,,,82,"0,99",,,,,,,,,,,,,,,,,
Sunday/Niedziela,13.11.16,36,,,83,"6,86","31,9",,,,,,85,#DZIEL/0!,,,,,,,,,,,,,,,,,
Monday/Poniedziałek,14.11.16,346,465,302,87,"7,75","31,2","67,6",2976,2465,6 400,,87,"0,70",5 333,173,30,6 400,,"5,3",97,,,373,"358,9","81,7",12,"2,1","65,0","2,20",
Tuesday/Wtorek,15.11.16,14,,,73,"6,54","27,3","0,0",,,14 100,,75,,6 667,,,14 100,3 100,"6,7",1 594,,,284,,"50,6",,,"2,3","2,20",
